编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,尤娜酱的哈克,56283771,回复 @嫉邪霜气直问俗春辞柔 :是微信读书App哦,2023-07-24 21:55,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,我心永恒利利露,482115658,感谢 真的学到了,2023-07-24 22:10,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,梅桃过客,68891821,微信读书加一！,2023-07-24 23:03,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,梅桃过客,68891821,回复 @拉阿拉1222 :在搜索栏输入关键词，然后点全文搜索，就会出来啦,2023-07-24 23:09,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,windbeda,267485248,学会了,2023-07-24 23:38,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,泡菜坛兔子,371829931,免费知网云知识点了属于是,2023-07-25 08:57,5
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,kegctxthb,635589294,每次老师布置作业写论文的时候，我也这么干,2023-07-25 12:21,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,北西西瓜,470345252,牛哇！,2023-07-25 16:41,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,人间草木soul,450584406,我一般是在书中搜索出处,2023-07-25 22:51,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,过来吃就得了,401935066,学到了，谢谢,2023-07-26 14:06,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,直凹,3330441,学到了！感谢~,2023-08-03 09:09,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,Fount的员工,31466553,学到了！,2023-08-04 14:43,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,小馍丁的山楂酪,10730520,所以这就是微信读书为啥会上一些完全没有必要上的书？扩充书库吗？,2023-08-08 20:33,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,周润发够润,476155607,,2023-08-10 23:02,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,仰望星空de苹果_,44138152,学到了,2023-08-15 11:05,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,・・・・・・・・-,107946570,妙啊,2023-08-16 15:18,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,千年九尾修炼中,54744725,学到了,2023-08-16 17:09,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,oooooobserver,106508564,y个北极熊子,395223789,6啊，给你点赞,2023-10-04 23:56,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,一级评论,up主,up主,工电研,2768147,我最近把文心一言试用在工作上，也推荐给了同事用。我们在设计培训任务时，需要写300字左右的任务描述。没有AI辅助的话大概需要10分钟左右写完。一共24个任务，理论上需要4个小时才能干完。采用文心一言后，只需要把任务文本提供给它，然后对它生成的描述进行调整即可，节省了构思文字结构、前后衔接与归纳总结的时间，精力可以集中在调整任务的重点与难点上，总共用了50分钟就完成了，效率提高非常显著。,2023-07-24 10:13,607
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,Mo__,12145787,机器人？,2023-07-24 11:18,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,同济子豪兄,1900783,所以有人说，AI不会替代人类，但会用AI的人会替代不会用AI的人,2023-07-24 12:02,103
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,工电研,2768147,回复 @Mo__ :不是，是我的真实应用体会。,2023-07-24 13:02,4
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,搞怪佳,235650818,你在说什么,2023-07-24 13:23,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,工电研,2768147,回复 @同济子豪兄 :我当时给同事演示的时候，他们都震惊了,2023-07-24 13:30,11
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,工电研,2768147,回复 @Mo__ :我也评估过本地chatGLM+FESS+wenda的方案，感觉效果也不错，再试一下UP的方案，看看能不能改造成自用的工具。,2023-07-24 13:32,7
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,同济子豪兄,1900783,回复 @工电研 :给他们秀一手,2023-07-24 16:33,4
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,进击的鹏sir,476763104,教教wo啊,2023-07-24 16:58,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,工电研,2768147,回复 @进击的鹏sir :我也是看B站视频学的，现在有不少,2023-07-25 21:59,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,空灵一号,520850683,回复 @Mo__ :我看你像机器人,2023-07-26 06:02,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,Wolowitzzzzzz,1266447941,回复 @同济子豪兄 :我记得图灵的猫说过这句话,2023-07-26 13:10,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,cck901,471910955,回复 @同济子豪兄 :UP主打文理双全,2023-07-26 16:22,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,一颗老卤蛋阿,12741406,文心一言怎么还在排队几个月了,2023-07-26 17:21,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,习得性无助hh,369669061,有钱一起赚，IP地址都不改的吗？,2023-07-26 19:45,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,工电研,2768147,回复 @一颗老卤蛋阿 :啊这。。。不行你去开个AIStudio账户，直接调模型也可,2023-07-27 00:57,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,永夜极昼Francis,320473376,回复 @同济子豪兄 : 那用了这个AI 知识和辩论都是AI代为执行 学生不用自己在思辨过程中领悟就可以轻松完成任务吗？ 总结归纳明明是非常重要的 为什么要代替？那学的还有什么意义？,2023-07-31 10:39,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,同济子豪兄,1900783,回复 @永夜极昼Francis :你说的对，所以之前的工业革命只是替代人类体力，这一波是替代人类脑力,2023-07-31 13:08,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,永夜极昼Francis,320473376,那以后人类就可以把自己去智慧化都交给AI了？这是AI进化人类退化啊 人以后不用学知识不用思辨 一切交给AI 编写AI的发现端倪开始自学然后在AI里夹带货替代还是免了 非常不现实 知识学到脑子里才是自己的 靠机器搞出来的谁都能做 也就意味着可替代而人类终究是不可替代的 只有人给AI喂数据的份  AI做不到替代智力 因为AI的检索词也是来自于人 对于智力有问题的人来说 想用AI代替脑子十分困难同样的 思想有自己的辩证和总结才是自己的 否则就是刷任务人不可能一辈子都是在刷任务吧？那样真的是自由个体吗？ 不是为了偷懒把智慧结晶都抛弃了？要是按你的思路走 你不如训练AI自己编写各领域的AI 你学的知识也被替代掉得了,2023-07-31 14:14,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,拉菲爱困觉,35848304,回复 @永夜极昼Francis : 有没有可能，这条评论的楼主人家只是用现在的AI程序作为工具来完成“工作任务”，目的并不是要“智慧化”自己。然后UP主这个也只是个工具，只是更方便使用者来学习、查找教材内容，用更短的时间找到了更准确的内容，而并不是拿这个AI去考试。善意提醒，你有点极端了。,2023-08-06 12:12,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,拉菲爱困觉,35848304,回复 @永夜极昼Francis : 科技的进步就是会让人越来越“懒”，但你可以回看第二次工业革命之后的人类生活变化，以史为镜，对照现在的科技变化。还是大学生就没法接受新事物的话，那有点悲哀了。,2023-08-06 12:16,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,永夜极昼Francis,320473376,回复 @拉菲爱困觉 : 极端？只有在端点的人看别的方向任意一处的人都是极端 我说的可是他打算【去智慧化】，可不是【智慧化】他现在还在拿AI偷懒 只是为了完成课业而不是为了真正了解马克思主义他原文可是说【省去构思文字结构、前后衔接与归纳总结的时间】我就告诉你，前后衔接和归纳总结这个过程非常锻炼人的逻辑能力，也能让人在其中真正学到其思想，而不是AI代生成完之后就算了简单来说，你说的所谓追求进步，就是以废除自己必要动脑机会来实现的而科学的最基础要求就是逻辑，未来的科学研究并不会被AI代替，AI也没有那个能力，除非你让AI监视全世界，这样他才能通过急剧大量的数据找到真正的科学研究基本思路，然后再分化出不同科学的各种思路，然后再走向复杂科学也就是跨学科科学的思路你只不过就是AI信徒罢了，真正可悲的是你让人越来越【懒】向来是缩减简单机械的或者人类不能长期承受的体力运动，你直接把人类思考和行动的脑力劳动也给缩减，还要说这是为人类好？那建议你可以试试去国外那种环境带着计算器上数学课靠数学考试，你离开了计算器甚至保证算数正确都是个问题，更别说速度了机器一旦故障，依赖机器做本应人类来做的脑力劳动的人就会跟个蠢货一样，在这段时间如果还需要做脑力劳动才能做的事，就会跟个自己做饭都没做过然后父母就离开的孩子一样，除了一直饿着，没有其他有能力的人或机器帮助就要饿死这点你都不能认识到，还要在这里鼓吹科技的好？有些底线是不能够触碰的 就跟教育人是一样的可惜看你的样子，你没有能力做到自我教育，只会做别人的附庸，只会因为自己会得到利益而忽略不好的结果，不管有多么不好都是如此大多数人都是愚蠢的，不会做到为了自己的思维多样、逻辑严密、见多识广、思考深入而做事，而是为了自己能得到利益而做事最后的结果就是没有我这种人看着，人只会越来越愚蠢而且你这样的人恰巧还是最容易被剥削的那种，别人给白给你东西你就要，孰不知免费的才是最贵的，未来别的人还在给自己做思维训练、亲自学习、锻炼逻辑能力，从而有能力做出更好的东西而你只能为自己没有能力只能靠AI做事付各种各样的钱，或者不付钱也做不到跟那些人一样能自己创造出东西我说的就是这些 你愿不愿意接受就是你的事了 我再说一遍 真正可悲的 是你，还有跟你同样类型的人,2023-08-06 16:07,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
1,二级评论,工电研,2768147,蒙德大风切,691054379,回复 @永夜极昼Francis : 洋洋洒洒近千字，洒下血泪批判网友观点，我很是感动呐,2023-08-16 15:08,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
2,一级评论,up主,up主,meghtyire,38402203,非常好工作我是个玩家，没up那么厉害。其实我觉得应该把开源大模型当成基建设施开发，然后开发者再根据各个行业的特点做自己的机器人,2023-07-24 12:15,142
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
2,二级评论,meghtyire,38402203,同济子豪兄,1900783,是的，现在大家全在一个赛道卷，没什么意思,2023-07-24 15:09,6
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
2,二级评论,meghtyire,38402203,-南城北宛-,106588536,是的，风口不在基建，而在具体行业的应用,2023-07-24 20:43,13
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
2,二级评论,meghtyire,38402203,快递员,3642244,当前chatgpt这种完整的，什么都回答的大模型，性能消耗上也确实是顶不住，这种面向专业领域，限定使用范围的 性能上好很多,2023-07-25 15:16,4
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
2,二级评论,meghtyire,38402203,-你的无畏来源于无知,3461570350811527,你是不是在找盘古大模型与昇腾计算系统,2023-08-15 11:50,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
2,二级评论,meghtyire,38402203,meghtyire,38402203,回复 @-你的无畏来源于无知 :盘古也是一样的，各个具体行业的应用还在推进，盘古和华为的ascend体系我也用过的,2023-08-15 12:27,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,一级评论,up主,up主,烟语君修,85963876,我有个问题能不能去训练关于政法，法律相关的书，如果到时打官司可以提供关于这方面的知识，也能减少律师的聘用成本,2023-07-25 12:24,44
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,二级评论,烟语君修,85963876,铁牛队长,349968864,模型也有局限，比如无法判定刑期多少，没法辩证思考，所以还不具备替代律师的能力，只能参考,2023-07-25 15:35,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,二级评论,烟语君修,85963876,宅之幸,105039419,外国的律师协会已经抗议过了,2023-07-25 17:18,9
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,二级评论,烟语君修,85963876,同济子豪兄,1900783,可以用北大开源的法律大模型，可以直接体验https://chatlaw.cloud/lawchat/#/,2023-07-25 17:58,29
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,二级评论,烟语君修,85963876,抹茶怪盗,171419064,清华chatglm有个模型是法律文书,2023-07-25 19:52,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,二级评论,烟语君修,85963876,银河投递员本员,1460338964,提供知识还需要您从零摸索各项事宜，辩护思路也不一定正确，直接聘律师可以帮您一步到位搞定呀,2023-07-25 20:32,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
3,二级评论,烟语君修,85963876,最强DIO不做人,38413017,回复 @同济子豪兄 :感谢,2023-07-29 01:10,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,一级评论,up主,up主,打光似修真,32188993,三连可以等一个文言文的吗？包括二十四史的,2023-07-24 00:18,60
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,二级评论,打光似修真,32188993,同济子豪兄,1900783,我挺有兴趣的,2023-07-24 08:14,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,二级评论,打光似修真,32188993,打光似修真,32188993,回复 @同济子豪兄 :多谢多谢up，一定三连捧场,2023-07-24 11:04,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,二级评论,打光似修真,32188993,皮皮鳝上天入地钻钻钻,100718488,训练没难度，真正难的是先选出哪些资料可作参考,2023-07-24 17:01,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,二级评论,打光似修真,32188993,ShIDI不是屎滴,514219238,回复 @同济子豪兄 :我也三连，蹲文言文（,2023-07-25 00:46,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,二级评论,打光似修真,32188993,昱圆圆,690641989,蹲蹲,2023-08-13 16:23,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
4,二级评论,打光似修真,32188993,kere今天学马列了没,175456771,回复 @同济子豪兄 :等一个春秋公羊传,2023-08-14 02:52,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
5,一级评论,up主,up主,LXQ_AIEng,71610205,我感觉可以用法学教材和医学教材试一下,2023-07-24 02:51,107
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
5,二级评论,LXQ_AIEng,71610205,机器人38412,436173741,医学和金融需谨慎，毕竟ai不能坐牢,2023-07-24 07:43,43
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
5,二级评论,LXQ_AIEng,71610205,同济子豪兄,1900783,可以的，我正在尝试,2023-07-24 08:13,7
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
5,二级评论,LXQ_AIEng,71610205,嘟嘟熊熊烈火英雄,697829190,回复 @同济子豪兄 :球球教育学教材,2023-07-24 20:59,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
5,二级评论,LXQ_AIEng,71610205,蛤哈虾嘎,292964826,回复 @机器人38412 :但人可以啊,2023-07-25 11:59,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
5,二级评论,LXQ_AIEng,71610205,要是我是纸片人就好了,415283393,回复 @同济子豪兄 :期待金融,2023-07-26 11:37,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
6,一级评论,up主,up主,中国航空博物館,352599561,能不能训练一下让AI能利用这些知识写公文类的文章啊，用了用发现更多的还是问答及知识检索类的用途，创作东西帮忙摆烂还不太行,2023-07-24 16:20,25
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
6,二级评论,中国航空博物館,352599561,同济子豪兄,1900783,可以，需要收集近十几年的人民日报作为语料库,2023-07-24 18:09,6
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
6,二级评论,中国航空博物館,352599561,致虚极_守静笃,45541814,公文🐶十分需要！,2023-07-24 18:42,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
6,二级评论,中国航空博物館,352599561,就叫我小青蛙吧,474257800,这个真的可以有,2023-08-07 22:13,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
7,一级评论,up主,up主,百里酚菜V2O5,148949768,好耶 膜拜NLP大佬（虽然本人是学工科的但我对本专业不咋感兴趣只是个摸鱼混子啥也不会）打算拿这个试试我们两年前的近代史期末一些逆天的简答题,2023-07-24 09:07,60
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
7,二级评论,百里酚菜V2O5,148949768,美味汤源,499803541,能不能分享一下 高二文科生也想开开眼,2023-07-24 11:41,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
7,二级评论,百里酚菜V2O5,148949768,同济子豪兄,1900783,近代史的简答题能有多逆天，我想知道,2023-07-24 11:57,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
7,二级评论,百里酚菜V2O5,148949768,百里酚菜V2O5,148949768,回复 @同济子豪兄 :考的东西上课没讲，教材也没明确写，全靠高中的积累写的,2023-07-24 12:10,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
8,一级评论,up主,up主,ザーヒル,24843856,感觉可以做一个老胡模拟器,2023-07-23 22:58,165
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
8,二级评论,ザーヒル,24843856,同济子豪兄,1900783,我其实做出来了，但是不适合公开,2023-07-23 23:15,54
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
8,二级评论,ザーヒル,24843856,查图拉,502100086,老胡模拟器深度学习都不用，直接模版匹配就行,2023-07-23 23:34,50
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
8,二级评论,ザーヒル,24843856,bilibli_1356,1447506199,回复 @同济子豪兄 :哈哈哈哈哈哈阿婆主保重啊,2023-07-23 23:43,2
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,一级评论,up主,up主,扛起魔王就跑,479163990,UP可以做一个法律问答的AI吗,2023-07-24 10:09,122
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,同济子豪兄,1900783,可以用北大开源的法律大模型，可以直接体验https://chatlaw.cloud/lawchat/#/,2023-07-24 11:54,50
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,扛起魔王就跑,479163990,回复 @同济子豪兄 : 谢谢UP感觉非常厉害了,2023-07-24 12:10,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,一起去跳舞,314612593,回复 @同济子豪兄 :乖乖  想啥来啥啊,2023-07-24 12:24,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,oooooobserver,106508564,回复 @同济子豪兄 : 请问下有比较推荐的开源的医学大模型吗？我有个医生朋友昨天还问我来着,2023-07-24 12:59,3
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,战术目镜焊死,113959226,这个可以有,2023-07-24 13:02,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,同济子豪兄,1900783,回复 @oooooobserver :医学大模型，大多都是视觉大模型吧，可以看看上海人工智能实验室公众号前几天发的一个医疗CV大模型,2023-07-24 15:51,4
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,六里扶桑,353575953,有没有计算机的,2023-07-24 16:02,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,逍遥自在游_,483146007,回复 @同济子豪兄 :这个模型不行，给的回答没逻辑,2023-07-24 21:51,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,比特大陆的萌犬,503043102,回复 @oooooobserver :可以看看HuoTuoGPT 这个有demo的 其他好像都没开源 还有一个哈工大的 原来名字也叫HuaTuo 现在忘了改成啥名了,2023-07-24 21:55,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,造装甲车的公交车厂,10573756,裁判文书网禁用了爬虫,2023-07-24 22:35,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,CN-174_Bili,407487270,回复 @造装甲车的公交车厂 :因为被爬得太多了，但真的想干的人会在乎区区robots协议吗,2023-07-25 00:07,1
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,造装甲车的公交车厂,10573756,回复 @CN-174_Bili :放过裁判文书网吧，我们做律师的想翻翻资料都没法整,2023-07-25 22:52,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,陌上花如旧,173431132,回复 @同济子豪兄 :接口崩溃，请等待管理员修复。,2023-08-11 11:06,0
编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
9,二级评论,扛起魔王就跑,479163990,同济子豪兄,1900783,回复 @陌上的檬酸 :张三干的,2023-08-11 19:01,0
